Row No,Order ID,Invoice Date,Delivery Date,Client Name,Client Category,Credit Period,Credit End Date,Payment Receipt Date
8898,IND-2020-113460,2020-05-15,2020-05-20,Customer67,P4,60,2020-07-19,2020-07-17
8899,IND-2020-113461,2020-05-15,2020-05-23,Customer179,P3,45,2020-07-07,2020-07-05
8900,IND-2020-113462,2020-05-16,2020-05-23,Customer291,P4,60,2020-07-22,2020-07-24
8901,IND-2020-113463,2020-05-16,2020-05-21,Customer322,P1,15,2020-06-05,2020-06-06
8902,IND-2020-113464,2020-05-16,2020-05-17,Customer95,P4,60,2020-07-16,2020-07-17
8903,IND-2020-113465,2020-05-17,2020-05-22,Customer238,P2,30,2020-06-21,2020-06-22
8904,IND-2020-113466,2020-05-17,2020-05-21,Customer88,P3,45,2020-07-05,2020-06-30
8905,IND-2020-113467,2020-05-17,2020-05-19,Customer67,P4,60,2020-07-18,2020-07-19
8906,IND-2020-113468,2020-05-18,2020-05-23,Customer46,P2,30,2020-06-22,2020-06-24
8907,IND-2020-113469,2020-05-18,2020-05-27,Customer102,P4,60,2020-07-26,2020-07-22
8908,IND-2020-113470,2020-05-18,2020-05-21,Customer103,P2,30,2020-06-20,2020-06-15
8909,SRI-2020-113471,2020-05-19,2020-05-24,Customer356,P3,45,2020-07-08,2020-07-08
8910,IND-2020-113472,2020-05-19,2020-05-20,Customer147,P1,15,2020-06-04,2020-06-07
8911,IND-2020-113473,2020-05-19,2020-05-26,Customer315,P2,30,2020-06-25,2020-06-27
8912,IND-2020-113474,2020-05-20,2020-05-26,Customer310,P3,45,2020-07-10,2020-07-15
8913,IND-2020-113475,2020-05-20,2020-05-27,Customer316,P1,15,2020-06-11,2020-06-09
8914,IND-2020-113476,2020-05-20,2020-06-01,Customer243,P4,60,2020-07-31,2020-07-31
8915,IND-2020-113477,2020-05-21,2020-05-26,Customer6,P2,30,2020-06-25,2020-06-30
8916,IND-2020-113478,2020-05-21,2020-05-23,Customer290,P1,15,2020-06-07,2020-06-06
8917,IND-2020-113479,2020-05-21,2020-05-26,Customer49,P2,30,2020-06-25,2020-06-20
8918,IND-2020-113480,2020-05-22,2020-05-25,Customer6,P2,30,2020-06-24,2020-06-21
8919,IND-2020-113481,2020-05-22,2020-05-25,Customer61,P4,60,2020-07-24,2020-07-27
8920,IND-2020-113482,2020-05-22,2020-05-31,Customer57,P3,45,2020-07-15,2020-07-19
8921,IND-2020-113483,2020-05-23,2020-05-28,Customer79,P3,45,2020-07-12,2020-07-17
8922,IND-2020-113484,2020-05-23,2020-05-31,Customer104,P4,60,2020-07-30,2020-07-29
8923,IND-2020-113485,2020-05-23,2020-05-31,Customer283,P3,45,2020-07-15,2020-07-19
8924,IND-2020-113486,2020-05-24,2020-05-31,Customer327,P1,15,2020-06-15,2020-06-17
8925,IND-2020-113487,2020-05-24,2020-06-03,Customer116,P4,60,2020-08-02,2020-08-02
8926,IND-2020-113488,2020-05-24,2020-05-26,Customer229,P1,15,2020-06-10,2020-06-15
8927,IND-2020-113489,2020-05-25,2020-06-02,Customer221,P1,15,2020-06-17,2020-06-16
8928,IND-2020-113490,2020-05-25,2020-05-28,Customer58,P4,60,2020-07-27,2020-07-23
8929,IND-2020-113491,2020-05-25,2020-06-01,Customer221,P1,15,2020-06-16,2020-06-21
8930,IND-2020-113492,2020-05-26,2020-06-04,Customer199,P3,45,2020-07-19,2020-07-18
8931,IND-2020-113493,2020-05-26,2020-05-27,Customer308,P3,45,2020-07-11,2020-07-06
8932,IND-2020-113494,2020-05-26,2020-06-03,Customer128,P4,60,2020-08-02,2020-07-30
8933,IND-2020-113495,2020-05-27,2020-06-02,Customer288,P2,30,2020-07-02,2020-06-27
8934,IND-2020-113496,2020-05-27,2020-06-04,Customer111,P4,60,2020-08-03,2020-07-29
8935,IND-2020-113497,2020-05-27,2020-05-30,Customer233,P1,15,2020-06-14,2020-06-14
8936,IND-2020-113498,2020-05-28,2020-06-01,Customer114,P4,60,2020-07-31,2020-08-04
8937,IND-2020-113499,2020-05-28,2020-06-06,Customer110,P2,30,2020-07-06,2020-07-03
8938,IND-2020-113500,2020-05-28,2020-06-02,Customer146,P3,45,2020-07-17,2020-07-17
8939,IND-2020-113501,2020-05-29,2020-06-04,Customer44,P2,30,2020-07-04,2020-07-01
8940,IND-2020-113502,2020-05-29,2020-06-01,Customer23,P3,45,2020-07-16,2020-07-18
8941,IND-2020-113503,2020-05-29,2020-06-01,Customer3,P3,45,2020-07-16,2020-07-14
8942,IND-2020-113504,2020-05-30,2020-06-08,Customer198,P4,60,2020-08-07,2020-08-07
8943,SRI-2020-113505,2020-05-30,2020-06-06,Customer352,P3,45,2020-07-21,2020-07-22
8944,IND-2020-113506,2020-05-30,2020-06-05,Customer141,P1,15,2020-06-20,2020-06-24
8945,IND-2020-113507,2020-05-31,2020-06-03,Customer319,P1,15,2020-06-18,2020-06-18
8946,IND-2020-113508,2020-05-31,2020-06-04,Customer258,P4,60,2020-08-03,2020-08-01
8947,IND-2020-113509,2020-05-31,2020-06-08,Customer309,P3,45,2020-07-23,2020-07-21
8948,IND-2020-113510,2020-06-01,2020-06-08,Customer325,P2,30,2020-07-08,2020-07-04
8949,IND-2020-113511,2020-06-01,2020-06-08,Customer203,P4,60,2020-08-07,2020-08-09
8950,IND-2020-113512,2020-06-01,2020-06-12,Customer284,P1,15,2020-06-27,2020-06-26
8951,IND-2020-113513,2020-06-02,2020-06-10,Customer25,P4,60,2020-08-09,2020-08-11
8952,IND-2020-113514,2020-06-02,2020-06-03,Customer251,P1,15,2020-06-18,2020-06-21
8953,IND-2020-113515,2020-06-02,2020-06-07,Customer318,P4,60,2020-08-06,2020-08-06
8954,IND-2020-113516,2020-06-03,2020-06-13,Customer202,P1,15,2020-06-28,2020-07-01
8955,IND-2020-113517,2020-06-03,2020-06-12,Customer246,P3,45,2020-07-27,2020-07-22
8956,IND-2020-113518,2020-06-03,2020-06-09,Customer278,P3,45,2020-07-24,2020-07-25
8957,SRI-2020-113519,2020-06-04,2020-06-06,Customer370,P4,60,2020-08-05,2020-07-31
8958,SRI-2020-113520,2020-06-04,2020-06-09,Customer350,P1,15,2020-06-24,2020-06-22
8959,IND-2020-113521,2020-06-04,2020-06-09,Customer82,P1,15,2020-06-24,2020-06-28
8960,IND-2020-113522,2020-06-05,2020-06-14,Customer168,P3,45,2020-07-29,2020-07-29
8961,IND-2020-113523,2020-06-05,2020-06-08,Customer179,P3,45,2020-07-23,2020-07-27
8962,IND-2020-113524,2020-06-05,2020-06-08,Customer234,P4,60,2020-08-07,2020-08-05
8963,IND-2020-113525,2020-06-06,2020-06-15,Customer292,P2,30,2020-07-15,2020-07-20
8964,IND-2020-113526,2020-06-06,2020-06-10,Customer45,P2,30,2020-07-10,2020-07-05
8965,SRI-2020-113527,2020-06-06,2020-06-14,Customer379,P1,15,2020-06-29,2020-07-03
8966,SRI-2020-113528,2020-06-07,2020-06-13,Customer362,P3,45,2020-07-28,2020-07-25
8967,IND-2020-113529,2020-06-07,2020-06-11,Customer118,P1,15,2020-06-26,2020-06-21
8968,IND-2020-113530,2020-06-07,2020-06-10,Customer142,P3,45,2020-07-25,2020-07-30
8969,IND-2020-113531,2020-06-08,2020-06-14,Customer153,P1,15,2020-06-29,2020-06-24
8970,IND-2020-113532,2020-06-08,2020-06-10,Customer160,P3,45,2020-07-25,2020-07-20
8971,IND-2020-113533,2020-06-08,2020-06-13,Customer107,P3,45,2020-07-28,2020-07-31
8972,IND-2020-113534,2020-06-09,2020-06-17,Customer256,P1,15,2020-07-02,2020-07-05
8973,IND-2020-113535,2020-06-09,2020-06-11,Customer239,P4,60,2020-08-10,2020-08-13
8974,IND-2020-113536,2020-06-09,2020-06-14,Customer86,P1,15,2020-06-29,2020-06-27
8975,IND-2020-113537,2020-06-10,2020-06-13,Customer155,P1,15,2020-06-28,2020-06-23
8976,IND-2020-113538,2020-06-10,2020-06-16,Customer265,P1,15,2020-07-01,2020-07-02
8977,SRI-2020-113539,2020-06-10,2020-06-17,Customer381,P4,60,2020-08-16,2020-08-11
8978,IND-2020-113540,2020-06-11,2020-06-13,Customer291,P4,60,2020-08-12,2020-08-08
8979,IND-2020-113541,2020-06-11,2020-06-15,Customer117,P2,30,2020-07-15,2020-07-10
8980,IND-2020-113542,2020-06-11,2020-06-18,Customer56,P3,45,2020-08-02,2020-07-28
8981,IND-2020-113543,2020-06-12,2020-06-16,Customer111,P4,60,2020-08-15,2020-08-14
8982,IND-2020-113544,2020-06-12,2020-06-19,Customer298,P2,30,2020-07-19,2020-07-14
8983,IND-2020-113545,2020-06-12,2020-06-18,Customer77,P3,45,2020-08-02,2020-07-31
8984,IND-2020-113546,2020-06-13,2020-06-20,Customer255,P3,45,2020-08-04,2020-08-06
8985,IND-2020-113547,2020-06-13,2020-06-16,Customer232,P1,15,2020-07-01,2020-07-04
8986,IND-2020-113548,2020-06-13,2020-06-15,Customer329,P3,45,2020-07-30,2020-07-28
8987,IND-2020-113549,2020-06-14,2020-06-23,Customer276,P1,15,2020-07-08,2020-07-12
8988,IND-2020-113550,2020-06-14,2020-06-21,Customer62,P1,15,2020-07-06,2020-07-05
8989,IND-2020-113551,2020-06-14,2020-06-23,Customer50,P3,45,2020-08-07,2020-08-02
8990,IND-2020-113552,2020-06-15,2020-06-21,Customer138,P3,45,2020-08-05,2020-08-01
8991,IND-2020-113553,2020-06-15,2020-06-18,Customer298,P2,30,2020-07-18,2020-07-23
8992,SRI-2020-113554,2020-06-15,2020-06-20,Customer374,P2,30,2020-07-20,2020-07-18
8993,IND-2020-113555,2020-06-16,2020-06-22,Customer151,P4,60,2020-08-21,2020-08-25
8994,IND-2020-113556,2020-06-16,2020-06-27,Customer273,P1,15,2020-07-12,2020-07-08
8995,IND-2020-113557,2020-06-16,2020-06-26,Customer9,P4,60,2020-08-25,2020-08-25
8996,IND-2020-113558,2020-06-17,2020-06-24,Customer242,P3,45,2020-08-08,2020-08-03
8997,IND-2020-113559,2020-06-17,2020-06-19,Customer131,P1,15,2020-07-04,2020-07-06
8998,IND-2020-113560,2020-06-17,2020-06-21,Customer273,P1,15,2020-07-06,2020-07-04
8999,IND-2020-113561,2020-06-18,2020-06-21,Customer9,P4,60,2020-08-20,2020-08-15
9000,IND-2020-113562,2020-06-18,2020-06-27,Customer228,P4,60,2020-08-26,2020-08-24
9001,IND-2020-113563,2020-06-18,2020-06-22,Customer256,P1,15,2020-07-07,2020-07-12
9002,SRI-2020-113564,2020-06-19,2020-06-25,Customer384,P4,60,2020-08-24,2020-08-26
9003,SRI-2020-113565,2020-06-19,2020-06-24,Customer386,P1,15,2020-07-09,2020-07-12
9004,SRI-2020-113566,2020-06-19,2020-06-22,Customer384,P4,60,2020-08-21,2020-08-18
9005,IND-2020-113567,2020-06-20,2020-06-25,Customer318,P4,60,2020-08-24,2020-08-22
9006,IND-2020-113568,2020-06-20,2020-06-30,Customer24,P1,15,2020-07-15,2020-07-11
9007,IND-2020-113569,2020-06-20,2020-06-25,Customer209,P1,15,2020-07-10,2020-07-13
9008,IND-2020-113570,2020-06-21,2020-06-27,Customer239,P4,60,2020-08-26,2020-08-28
9009,IND-2020-113571,2020-06-21,2020-06-29,Customer121,P2,30,2020-07-29,2020-07-29
9010,IND-2020-113572,2020-06-21,2020-06-24,Customer284,P1,15,2020-07-09,2020-07-14
9011,IND-2020-113573,2020-06-22,2020-06-28,Customer167,P1,15,2020-07-13,2020-07-12
9012,IND-2020-113574,2020-06-22,2020-06-28,Customer116,P4,60,2020-08-27,2020-08-25
9013,IND-2020-113575,2020-06-22,2020-06-25,Customer242,P3,45,2020-08-09,2020-08-11
9014,IND-2020-113576,2020-06-23,2020-07-01,Customer91,P3,45,2020-08-15,2020-08-16
9015,IND-2020-113577,2020-06-23,2020-06-30,Customer270,P2,30,2020-07-30,2020-07-28
9016,IND-2020-113578,2020-06-23,2020-06-27,Customer324,P2,30,2020-07-27,2020-07-25
9017,IND-2020-113579,2020-06-24,2020-07-03,Customer49,P2,30,2020-08-02,2020-07-31
9018,IND-2020-113580,2020-06-24,2020-07-02,Customer70,P4,60,2020-08-31,2020-08-27
9019,IND-2020-113581,2020-06-24,2020-07-01,Customer33,P2,30,2020-07-31,2020-08-05
9020,IND-2020-113582,2020-06-25,2020-06-30,Customer293,P1,15,2020-07-15,2020-07-11
9021,IND-2020-113583,2020-06-25,2020-06-30,Customer63,P2,30,2020-07-30,2020-07-25
9022,IND-2020-113584,2020-06-25,2020-07-03,Customer105,P3,45,2020-08-17,2020-08-13
9023,SRI-2020-113585,2020-06-26,2020-06-30,Customer374,P2,30,2020-07-30,2020-07-27
9024,SRI-2020-113586,2020-06-26,2020-07-04,Customer350,P1,15,2020-07-19,2020-07-17
9025,SRI-2020-113587,2020-06-26,2020-07-02,Customer378,P1,15,2020-07-17,2020-07-18
9026,IND-2020-113588,2020-06-27,2020-07-05,Customer9,P4,60,2020-09-03,2020-09-08
9027,IND-2020-113589,2020-06-27,2020-06-30,Customer55,P2,30,2020-07-30,2020-07-31
9028,IND-2020-113590,2020-06-27,2020-07-04,Customer54,P1,15,2020-07-19,2020-07-18
9029,IND-2020-113591,2020-06-28,2020-07-01,Customer11,P4,60,2020-08-30,2020-08-28
9030,IND-2020-113592,2020-06-28,2020-07-06,Customer190,P4,60,2020-09-04,2020-09-05
9031,IND-2020-113593,2020-06-28,2020-07-05,Customer284,P1,15,2020-07-20,2020-07-22
9032,IND-2020-113594,2020-06-29,2020-07-02,Customer57,P3,45,2020-08-16,2020-08-19
9033,IND-2020-113595,2020-06-29,2020-07-05,Customer267,P3,45,2020-08-19,2020-08-20
9034,IND-2020-113596,2020-06-29,2020-07-04,Customer337,P1,15,2020-07-19,2020-07-15
9035,IND-2020-113597,2020-06-30,2020-07-03,Customer329,P3,45,2020-08-17,2020-08-16
9036,IND-2020-113598,2020-06-30,2020-07-07,Customer37,P2,30,2020-08-06,2020-08-05
9037,IND-2020-113599,2020-06-30,2020-07-04,Customer267,P3,45,2020-08-18,2020-08-14
9038,IND-2020-113600,2020-07-01,2020-07-04,Customer199,P3,45,2020-08-18,2020-08-13
9039,IND-2020-113601,2020-07-01,2020-07-05,Customer165,P2,30,2020-08-04,2020-08-07
9040,IND-2020-113602,2020-07-01,2020-07-05,Customer113,P3,45,2020-08-19,2020-08-17
9041,IND-2020-113603,2020-07-02,2020-07-09,Customer39,P2,30,2020-08-08,2020-08-10
9042,IND-2020-113604,2020-07-02,2020-07-05,Customer170,P1,15,2020-07-20,2020-07-20
9043,IND-2020-113605,2020-07-02,2020-07-08,Customer128,P4,60,2020-09-06,2020-09-04
9044,IND-2020-113606,2020-07-03,2020-07-10,Customer2,P3,45,2020-08-24,2020-08-29
9045,IND-2020-113607,2020-07-03,2020-07-05,Customer204,P2,30,2020-08-04,2020-08-05
9046,IND-2020-113608,2020-07-03,2020-07-09,Customer58,P4,60,2020-09-07,2020-09-02
9047,IND-2020-113609,2020-07-04,2020-07-10,Customer192,P1,15,2020-07-25,2020-07-24
9048,IND-2020-113610,2020-07-04,2020-07-08,Customer228,P4,60,2020-09-06,2020-09-08
9049,IND-2020-113611,2020-07-04,2020-07-07,Customer342,P2,30,2020-08-06,2020-08-05
9050,IND-2020-113612,2020-07-05,2020-07-10,Customer228,P4,60,2020-09-08,2020-09-11
9051,IND-2020-113613,2020-07-05,2020-07-09,Customer277,P2,30,2020-08-08,2020-08-08
9052,IND-2020-113614,2020-07-05,2020-07-07,Customer284,P1,15,2020-07-22,2020-07-22
9053,IND-2020-113615,2020-07-06,2020-07-10,Customer211,P4,60,2020-09-08,2020-09-06
9054,IND-2020-113616,2020-07-06,2020-07-10,Customer19,P3,45,2020-08-24,2020-08-29
9055,IND-2020-113617,2020-07-06,2020-07-08,Customer308,P3,45,2020-08-22,2020-08-21
9056,IND-2020-113618,2020-07-07,2020-07-15,Customer199,P3,45,2020-08-29,2020-08-26
9057,IND-2020-113619,2020-07-07,2020-07-08,Customer327,P1,15,2020-07-23,2020-07-26
9058,IND-2020-113620,2020-07-07,2020-07-10,Customer73,P2,30,2020-08-09,2020-08-09
9059,IND-2020-113621,2020-07-08,2020-07-10,Customer9,P4,60,2020-09-08,2020-09-03
9060,IND-2020-113622,2020-07-08,2020-07-14,Customer234,P4,60,2020-09-12,2020-09-12
9061,IND-2020-113623,2020-07-08,2020-07-15,Customer120,P4,60,2020-09-13,2020-09-11
9062,IND-2020-113624,2020-07-09,2020-07-16,Customer43,P2,30,2020-08-15,2020-08-11
9063,IND-2020-113625,2020-07-09,2020-07-13,Customer155,P1,15,2020-07-28,2020-08-02
9064,IND-2020-113626,2020-07-09,2020-07-14,Customer136,P4,60,2020-09-12,2020-09-17
9065,IND-2020-113627,2020-07-10,2020-07-18,Customer199,P3,45,2020-09-01,2020-08-31
9066,IND-2020-113628,2020-07-10,2020-07-17,Customer181,P4,60,2020-09-15,2020-09-14
9067,IND-2020-113629,2020-07-10,2020-07-14,Customer271,P4,60,2020-09-12,2020-09-15
9068,IND-2020-113630,2020-07-11,2020-07-17,Customer343,P3,45,2020-08-31,2020-09-05
9069,IND-2020-113631,2020-07-11,2020-07-20,Customer256,P1,15,2020-08-04,2020-08-07
9070,IND-2020-113632,2020-07-11,2020-07-19,Customer157,P4,60,2020-09-17,2020-09-14
9071,IND-2020-113633,2020-07-12,2020-07-14,Customer236,P4,60,2020-09-12,2020-09-16
9072,IND-2020-113634,2020-07-12,2020-07-19,Customer154,P3,45,2020-09-02,2020-09-07
9073,IND-2020-113635,2020-07-12,2020-07-20,Customer280,P4,60,2020-09-18,2020-09-16
9074,IND-2020-113636,2020-07-13,2020-07-18,Customer169,P2,30,2020-08-17,2020-08-22
9075,IND-2020-113637,2020-07-13,2020-07-22,Customer258,P4,60,2020-09-20,2020-09-22
9076,IND-2020-113638,2020-07-13,2020-07-16,Customer327,P1,15,2020-07-31,2020-07-31
9077,IND-2020-113639,2020-07-14,2020-07-19,Customer302,P4,60,2020-09-17,2020-09-16
9078,IND-2020-113640,2020-07-14,2020-07-19,Customer62,P1,15,2020-08-03,2020-08-08
9079,IND-2020-113641,2020-07-14,2020-07-19,Customer163,P3,45,2020-09-02,2020-08-28
9080,IND-2020-113642,2020-07-15,2020-07-17,Customer332,P4,60,2020-09-15,2020-09-17
9081,SRI-2020-113643,2020-07-15,2020-07-16,Customer361,P3,45,2020-08-30,2020-08-30
9082,SRI-2020-113644,2020-07-15,2020-07-25,Customer363,P4,60,2020-09-23,2020-09-22
9083,SRI-2020-113645,2020-07-16,2020-07-23,Customer376,P1,15,2020-08-07,2020-08-03
9084,SRI-2020-113646,2020-07-16,2020-07-19,Customer347,P1,15,2020-08-03,2020-07-30
9085,SRI-2020-113647,2020-07-16,2020-07-26,Customer355,P3,45,2020-09-09,2020-09-12
9086,SRI-2020-113648,2020-07-17,2020-07-23,Customer366,P1,15,2020-08-07,2020-08-03
9087,IND-2020-113649,2020-07-17,2020-07-21,Customer166,P2,30,2020-08-20,2020-08-25
9088,IND-2020-113650,2020-07-17,2020-07-22,Customer318,P4,60,2020-09-20,2020-09-18
9089,IND-2020-113651,2020-07-18,2020-07-23,Customer336,P2,30,2020-08-22,2020-08-18
9090,IND-2020-113652,2020-07-18,2020-07-25,Customer60,P1,15,2020-08-09,2020-08-05
9091,IND-2020-113653,2020-07-18,2020-07-22,Customer179,P3,45,2020-09-05,2020-09-07
9092,IND-2020-113654,2020-07-19,2020-07-24,Customer204,P2,30,2020-08-23,2020-08-22
9093,IND-2020-113655,2020-07-19,2020-07-28,Customer130,P4,60,2020-09-26,2020-09-28
9094,IND-2020-113656,2020-07-19,2020-07-25,Customer303,P1,15,2020-08-09,2020-08-14
9095,IND-2020-113657,2020-07-20,2020-07-25,Customer310,P3,45,2020-09-08,2020-09-06
9096,IND-2020-113658,2020-07-20,2020-07-25,Customer317,P4,60,2020-09-23,2020-09-21
9097,SRI-2020-113659,2020-07-20,2020-07-24,Customer346,P2,30,2020-08-23,2020-08-25
9098,SRI-2020-113660,2020-07-21,2020-07-28,Customer373,P1,15,2020-08-12,2020-08-11
9099,IND-2020-113661,2020-07-21,2020-07-24,Customer329,P3,45,2020-09-07,2020-09-12
9100,IND-2020-113662,2020-07-21,2020-07-26,Customer151,P4,60,2020-09-24,2020-09-26
9101,IND-2020-113663,2020-07-22,2020-07-29,Customer234,P4,60,2020-09-27,2020-09-26
9102,IND-2020-113664,2020-07-22,2020-07-28,Customer296,P2,30,2020-08-27,2020-08-22
9103,IND-2020-113665,2020-07-22,2020-07-26,Customer215,P3,45,2020-09-09,2020-09-08
9104,IND-2020-113666,2020-07-23,2020-08-01,Customer130,P4,60,2020-09-30,2020-09-26
9105,IND-2020-113667,2020-07-23,2020-07-29,Customer342,P2,30,2020-08-28,2020-08-25
9106,IND-2020-113668,2020-07-23,2020-07-30,Customer198,P4,60,2020-09-28,2020-09-26
9107,IND-2020-113669,2020-07-24,2020-07-31,Customer285,P4,60,2020-09-29,2020-10-02
9108,IND-2020-113670,2020-07-24,2020-07-31,Customer312,P1,15,2020-08-15,2020-08-16
9109,IND-2020-113671,2020-07-24,2020-07-30,Customer121,P2,30,2020-08-29,2020-09-02
9110,IND-2020-113672,2020-07-25,2020-07-31,Customer63,P2,30,2020-08-30,2020-09-04
9111,IND-2020-113673,2020-07-25,2020-08-01,Customer195,P4,60,2020-09-30,2020-09-27
9112,SRI-2020-113674,2020-07-25,2020-07-28,Customer394,P4,60,2020-09-26,2020-09-22
9113,IND-2020-113675,2020-07-26,2020-08-03,Customer317,P4,60,2020-10-02,2020-10-07
9114,IND-2020-113676,2020-07-26,2020-07-31,Customer76,P2,30,2020-08-30,2020-09-04
9115,IND-2020-113677,2020-07-26,2020-07-29,Customer227,P4,60,2020-09-27,2020-09-29
9116,SRI-2020-113678,2020-07-27,2020-08-06,Customer380,P4,60,2020-10-05,2020-10-05
9117,SRI-2020-113679,2020-07-27,2020-08-03,Customer386,P1,15,2020-08-18,2020-08-23
9118,SRI-2020-113680,2020-07-27,2020-07-31,Customer392,P4,60,2020-09-29,2020-10-01
9119,IND-2020-113681,2020-07-28,2020-07-30,Customer15,P3,45,2020-09-13,2020-09-09
9120,SRI-2020-113682,2020-07-28,2020-08-08,Customer378,P1,15,2020-08-23,2020-08-19
9121,IND-2020-113683,2020-07-28,2020-07-31,Customer221,P1,15,2020-08-15,2020-08-13
9122,IND-2020-113684,2020-07-29,2020-08-03,Customer18,P3,45,2020-09-17,2020-09-22
9123,IND-2020-113685,2020-07-29,2020-08-08,Customer31,P2,30,2020-09-07,2020-09-08
9124,IND-2020-113686,2020-07-29,2020-08-03,Customer308,P3,45,2020-09-17,2020-09-16
9125,IND-2020-113687,2020-07-30,2020-08-02,Customer195,P4,60,2020-10-01,2020-09-26
9126,SRI-2020-113688,2020-07-30,2020-08-03,Customer386,P1,15,2020-08-18,2020-08-15
9127,SRI-2020-113689,2020-07-30,2020-08-10,Customer359,P3,45,2020-09-24,2020-09-28
9128,SRI-2020-113690,2020-07-31,2020-08-07,Customer393,P4,60,2020-10-06,2020-10-01
9129,IND-2020-113691,2020-07-31,2020-08-06,Customer184,P1,15,2020-08-21,2020-08-18
9130,IND-2020-113692,2020-07-31,2020-08-09,Customer5,P3,45,2020-09-23,2020-09-28
9131,IND-2020-113693,2020-08-01,2020-08-09,Customer230,P1,15,2020-08-24,2020-08-23
9132,IND-2020-113694,2020-08-01,2020-08-10,Customer33,P2,30,2020-09-09,2020-09-14
9133,IND-2020-113695,2020-08-01,2020-08-05,Customer256,P1,15,2020-08-20,2020-08-19
9134,IND-2020-113696,2020-08-02,2020-08-07,Customer76,P2,30,2020-09-06,2020-09-02
9135,IND-2020-113697,2020-08-02,2020-08-06,Customer343,P3,45,2020-09-20,2020-09-19
9136,IND-2020-113698,2020-08-02,2020-08-10,Customer70,P4,60,2020-10-09,2020-10-04
9137,IND-2020-113699,2020-08-03,2020-08-06,Customer17,P2,30,2020-09-05,2020-09-08
9138,IND-2020-113700,2020-08-03,2020-08-10,Customer263,P3,45,2020-09-24,2020-09-21
9139,IND-2020-113701,2020-08-03,2020-08-09,Customer76,P2,30,2020-09-08,2020-09-06
9140,SRI-2020-113702,2020-08-04,2020-08-11,Customer369,P2,30,2020-09-10,2020-09-15
9141,SRI-2020-113703,2020-08-04,2020-08-08,Customer367,P2,30,2020-09-07,2020-09-04
9142,IND-2020-113704,2020-08-04,2020-08-08,Customer21,P4,60,2020-10-07,2020-10-09
9143,SRI-2020-113705,2020-08-05,2020-08-10,Customer377,P3,45,2020-09-24,2020-09-20
9144,SRI-2020-113706,2020-08-05,2020-08-14,Customer349,P2,30,2020-09-13,2020-09-13
9145,SRI-2020-113707,2020-08-05,2020-08-13,Customer350,P1,15,2020-08-28,2020-08-25
9146,IND-2020-113708,2020-08-06,2020-08-12,Customer238,P2,30,2020-09-11,2020-09-14
9147,IND-2020-113709,2020-08-06,2020-08-10,Customer228,P4,60,2020-10-09,2020-10-11
9148,IND-2020-113710,2020-08-06,2020-08-15,Customer329,P3,45,2020-09-29,2020-09-24
9149,IND-2020-113711,2020-08-07,2020-08-08,Customer84,P3,45,2020-09-22,2020-09-19
9150,IND-2020-113712,2020-08-07,2020-08-17,Customer86,P1,15,2020-09-01,2020-09-06
9151,IND-2020-113713,2020-08-07,2020-08-14,Customer241,P4,60,2020-10-13,2020-10-10
9152,IND-2020-113714,2020-08-08,2020-08-15,Customer247,P4,60,2020-10-14,2020-10-17
9153,IND-2020-113715,2020-08-08,2020-08-14,Customer123,P1,15,2020-08-29,2020-08-28
9154,IND-2020-113716,2020-08-08,2020-08-14,Customer8,P2,30,2020-09-13,2020-09-12
9155,IND-2020-113717,2020-08-09,2020-08-13,Customer219,P1,15,2020-08-28,2020-08-28
9156,IND-2020-113718,2020-08-09,2020-08-14,Customer236,P4,60,2020-10-13,2020-10-10
9157,IND-2020-113719,2020-08-09,2020-08-17,Customer262,P2,30,2020-09-16,2020-09-13
9158,IND-2020-113720,2020-08-10,2020-08-16,Customer149,P4,60,2020-10-15,2020-10-17
9159,IND-2020-113721,2020-08-10,2020-08-13,Customer254,P3,45,2020-09-27,2020-09-29
9160,IND-2020-113722,2020-08-10,2020-08-18,Customer247,P4,60,2020-10-17,2020-10-16
9161,SRI-2020-113723,2020-08-11,2020-08-14,Customer367,P2,30,2020-09-13,2020-09-17
9162,IND-2020-113724,2020-08-11,2020-08-16,Customer118,P1,15,2020-08-31,2020-08-26
9163,IND-2020-113725,2020-08-11,2020-08-16,Customer133,P4,60,2020-10-15,2020-10-10
9164,IND-2020-113726,2020-08-12,2020-08-19,Customer231,P2,30,2020-09-18,2020-09-13
9165,IND-2020-113727,2020-08-12,2020-08-21,Customer136,P4,60,2020-10-20,2020-10-18
9166,IND-2020-113728,2020-08-12,2020-08-14,Customer100,P4,60,2020-10-13,2020-10-17
9167,IND-2020-113729,2020-08-13,2020-08-21,Customer219,P1,15,2020-09-05,2020-09-10
9168,IND-2020-113730,2020-08-13,2020-08-19,Customer166,P2,30,2020-09-18,2020-09-18
9169,IND-2020-113731,2020-08-13,2020-08-16,Customer140,P4,60,2020-10-15,2020-10-18
9170,IND-2020-113732,2020-08-14,2020-08-19,Customer91,P3,45,2020-10-03,2020-10-01
9171,IND-2020-113733,2020-08-14,2020-08-20,Customer84,P3,45,2020-10-04,2020-09-29
9172,IND-2020-113734,2020-08-14,2020-08-18,Customer335,P3,45,2020-10-02,2020-10-01
9173,IND-2020-113735,2020-08-15,2020-08-21,Customer340,P1,15,2020-09-05,2020-09-06
9174,IND-2020-113736,2020-08-15,2020-08-16,Customer15,P3,45,2020-09-30,2020-09-29
9175,IND-2020-113737,2020-08-15,2020-08-19,Customer19,P3,45,2020-10-03,2020-10-03
